id;catalogNumber;description;gpsLength;gpsWidth;gpsLengthPosition;gpsWidthPosition;indexLevel
48;99;UV6IE;55.0;51.0;S;E;10
152;72;AZBIA;73.0;11.0;S;E;10
42;77;HEJT0;76.0;47.0;S;E;10
492;8;JRBEV;49.0;69.0;S;E;10
431;33;PYT04;47.0;75.0;S;E;10
197;50;55QTQ;67.0;68.0;N;E;10
211;31;GLYY8;60.0;75.0;S;W;10
325;24;RAET2;63.0;80.0;S;E;10
219;24;UGYIJ;53.0;88.0;S;E;10
1233;61;0JIMH;70.0;79.0;S;E;10
4501;26;4SSB7;70.0;92.0;S;E;10
421;4;LFW4B;74.0;70.0;S;E;10
819;77;OW1SZ;84.0;71.0;S;E;10
481;56;SHG5T;76.0;72.0;S;E;10
115;52;ZGHAW;73.0;84.0;S;E;10
378;5;J9X7Z;85.0;74.0;N;E;10
155;75;USRZ4;85.0;78.0;S;E;10
2051;53;5HE3B;49.0;94.0;S;E;10
2920;62;TC7G4;57.0;93.0;S;E;10
2332;94;LL8MR;51.0;94.0;S;E;10
3874;63;L6F8E;49.0;98.0;S;E;10
2833;82;8LSXK;55.0;95.0;S;E;10
3635;96;JOHA7;60.0;96.0;S;E;10
3379;34;U29ET;60.0;98.0;S;E;10
3071;73;P2WES;61.0;94.0;N;E;10
620;18;4XVLI;67.0;93.0;S;E;10
978;57;K0A26;87.0;93.0;S;E;10
655;10;IIQ9E;85.0;94.0;S;E;10
1535;37;LMEX9;78.0;95.0;N;E;10
496;6;PXODI;74.0;98.0;S;E;10
820;88;7GMLX;78.0;97.0;S;E;10
2372;7;9090G;80.0;95.0;S;E;10
2660;38;TSI69;89.0;97.0;S;E;10
1955;81;MHNYP;83.0;98.0;S;E;10
753;27;QL2RG;91.0;7.0;S;E;10
1676;74;M1FWE;91.0;50.0;S;E;10
2773;22;PC88W;92.0;3.0;S;E;10
1179;80;MS8CV;93.0;22.0;N;E;10
309;2;BS1NY;93.0;46.0;S;E;10
1418;48;MLLI3;95.0;1.0;S;E;10
479;60;KEWHA;95.0;11.0;N;W;10
665;66;QXPAX;98.0;8.0;S;E;10
1459;92;DZ0NF;97.0;14.0;N;E;10
442;2;NEVRE;95.0;24.0;S;E;10
633;48;5S5SD;95.0;45.0;S;E;10
2041;21;AO4FH;97.0;20.0;S;E;10
433;26;SPU1G;97.0;47.0;S;W;10
815;20;ZCE48;96.0;57.0;N;E;10
853;21;5WKOZ;92.0;58.0;S;E;10
824;96;G9EX5;92.0;65.0;N;E;10
459;97;USHTN;94.0;59.0;S;E;10
972;79;2S769;97.0;61.0;S;E;10
1763;86;AQV6T;99.0;60.0;S;E;10
4820;85;5YUPU;99.0;64.0;S;E;10
2018;83;WRM16;91.0;67.0;S;E;10
674;34;SHUC4;93.0;71.0;S;E;10
876;42;1HM5P;91.0;93.0;S;E;10
1993;72;K2GO2;91.0;95.0;S;E;10
4964;54;FB4OJ;93.0;92.0;S;E;10
3798;57;R4RU0;99.0;66.0;S;W;10
1047;37;5EHC7;95.0;67.0;S;E;10
897;28;DNI0R;95.0;69.0;S;E;10
523;49;GPOMC;98.0;76.0;S;E;10
473;84;Y7T6H;96.0;82.0;S;E;10
2780;22;XIFRZ;96.0;84.0;S;E;10
1156;25;HNHGE;95.0;94.0;N;E;10
1028;11;A77WF;97.0;97.0;N;E;10
2852;18;U5HWE;99.0;87.0;S;E;10
1867;62;N5HUH;99.0;91.0;S;E;10
1979;96;SZZZ9;99.0;93.0;S;E;10
3142;19;JWSSE;55.0;99.0;N;E;10
4962;70;OAHOE;89.0;99.0;S;E;10
1303;95;K6KBU;1.0;2.0;S;W;11
2113;70;FBJKD;7.0;1.0;S;E;11
770;51;JSUHX;10.0;8.0;S;E;11
2644;10;6W5IK;3.0;9.0;S;E;11
4871;41;SVBTK;5.0;9.0;S;E;11
1968;34;4C4H7;6.0;11.0;S;E;11
1184;31;65EY8;2.0;15.0;S;E;11
1331;2;0W9GL;10.0;10.0;S;E;11
2717;72;2RA2T;11.0;2.0;S;E;11
668;65;8TPU2;18.0;1.0;S;E;11
1097;1;0CJKT;13.0;2.0;S;E;11
1147;4;3A1IY;24.0;2.0;N;E;11
3170;17;03PRF;28.0;3.0;S;E;11
1487;4;UF8UT;12.0;7.0;S;E;11
1026;95;1LSCC;14.0;13.0;S;E;11
3724;84;3TYLT;13.0;15.0;S;E;11
3875;38;V14NF;17.0;15.0;S;W;11
4430;37;WBFK6;20.0;4.0;S;W;11
2204;74;IJMR5;24.0;6.0;S;E;11
747;97;NGP9B;20.0;10.0;N;E;11
1528;88;6SLLU;23.0;9.0;S;E;11
1391;93;WIFXU;25.0;11.0;S;E;11
1065;22;E22V7;28.0;7.0;S;E;11
1262;8;PMY2K;2.0;17.0;S;E;11
2203;21;Z4JSG;10.0;16.0;N;E;11
2048;42;ZVWWP;6.0;17.0;S;E;11
2845;13;V8R4J;5.0;22.0;S;W;11
2037;61;IC5SC;9.0;22.0;S;E;11
2089;9;XQZAG;3.0;23.0;S;E;11
3963;54;J6392;5.0;26.0;S;E;11
4097;20;VFYGF;17.0;17.0;S;E;11
974;65;96N9T;11.0;19.0;N;E;11
1312;6;UOY6F;11.0;23.0;S;E;11
1112;56;07IO7;15.0;25.0;S;E;11
2593;7;N9QQM;17.0;22.0;S;E;11
2121;96;RCBL1;28.0;17.0;S;E;11
1146;56;DPOCR;19.0;18.0;N;E;11
816;81;XRH25;20.0;24.0;S;E;11
749;74;DMFH8;21.0;20.0;S;E;11
2651;32;4MSR9;27.0;19.0;S;E;11
2752;68;9YX3N;35.0;2.0;S;E;11
1600;9;BHNKW;30.0;4.0;S;E;11
3893;68;W0SKA;37.0;3.0;S;E;11
1792;47;ZTJQF;41.0;1.0;S;E;11
2067;58;GBD35;45.0;2.0;S;E;11
2966;46;LM87L;45.0;4.0;S;E;11
1407;38;K9G87;29.0;6.0;S;E;11
1143;12;V5RB1;33.0;12.0;S;E;11
2401;71;9F5PU;38.0;11.0;S;E;11
2194;4;27GJH;35.0;14.0;S;E;11
776;10;MUYWO;37.0;15.0;S;E;11
1500;73;PE9G1;30.0;20.0;S;E;11
1461;1;Q2RK7;38.0;19.0;S;E;11
409;38;7VWFB;39.0;5.0;S;E;11
2070;35;8E1L0;41.0;6.0;S;E;11
667;6;PEBAV;45.0;8.0;N;E;11
681;45;7VBRH;42.0;10.0;S;E;11
686;69;A9JA8;45.0;21.0;S;E;11
2268;62;V8FJ1;40.0;22.0;S;E;11
3834;43;G71HG;30.0;26.0;S;E;11
1278;36;TVKRX;37.0;25.0;S;E;11
3329;28;G7LHF;43.0;25.0;S;E;11
3236;82;EXV4H;45.0;25.0;N;E;11
540;3;XQR7D;1.0;27.0;S;E;11
829;45;8Z38T;9.0;28.0;S;E;11
630;48;O6ZYO;15.0;28.0;S;E;11
310;90;MAOV4;16.0;32.0;S;E;11
1798;17;40ZSR;26.0;30.0;S;E;11
1431;25;04SAV;27.0;32.0;S;E;11
102;33;5L4QS;8.0;36.0;S;E;11
1071;89;BZCZI;1.0;46.0;S;E;11
601;27;ZH5HG;8.0;43.0;N;E;11
287;93;GZN35;12.0;35.0;S;E;11
342;26;O5XVM;13.0;41.0;S;E;11
414;35;VZLQD;9.0;49.0;S;E;11
963;56;1PCDA;11.0;45.0;S;W;11
134;82;E2JAJ;8.0;67.0;S;E;11
821;42;F474P;2.0;68.0;S;E;11
722;78;9GDE4;7.0;69.0;S;E;11
332;32;1MQGR;11.0;66.0;S;E;11
384;71;M50RQ;15.0;69.0;S;E;11
952;62;ZTG0X;11.0;72.0;N;E;11
549;46;RCV4X;15.0;71.0;S;E;11
3363;67;TQOZ4;23.0;33.0;S;E;11
341;27;IQLZU;16.0;36.0;S;E;11
172;16;14OUV;22.0;37.0;S;E;11
179;33;1RDWM;21.0;62.0;S;E;11
818;73;IF22I;25.0;58.0;S;W;11
761;24;CKHHY;26.0;48.0;S;E;11
1170;87;9O3WU;27.0;38.0;S;E;11
175;9;MWF1D;28.0;67.0;S;E;11
1624;52;CFR32;33.0;29.0;S;E;11
2919;50;ATGFB;37.0;28.0;S;E;11
742;42;OU6KX;29.0;38.0;N;E;11
580;71;05MS3;37.0;34.0;S;E;11
1323;14;749AY;32.0;41.0;N;E;11
327;72;Y4TV1;29.0;61.0;S;E;11
269;30;I0EZY;33.0;52.0;S;E;11
1771;1;F1BKB;36.0;48.0;S;E;11
809;49;OG7LC;35.0;64.0;S;E;11
1194;20;1SWKB;37.0;52.0;S;W;11
2424;10;SLPAG;39.0;51.0;S;E;11
3312;30;EI113;30.0;69.0;S;E;11
835;31;B807B;36.0;70.0;N;W;11
4488;89;97JVL;32.0;72.0;S;E;11
3035;98;QY9NB;36.0;73.0;S;E;11
2851;76;DRO7I;38.0;67.0;S;E;11
4559;31;A79GR;38.0;69.0;S;E;11
4090;83;OUV9L;11.0;74.0;S;E;11
2164;94;P8OOI;3.0;79.0;S;E;11
1281;8;3SAKN;3.0;81.0;S;E;11
3743;68;S9N9I;3.0;95.0;S;E;11
3653;87;GQ9V0;3.0;97.0;S;E;11
1318;92;3T1K6;6.0;88.0;N;E;11
947;75;YN5L8;7.0;78.0;S;E;11
1594;77;CKF1O;6.0;90.0;S;W;11
715;26;JYT68;10.0;92.0;S;E;11
799;18;ZUKY7;11.0;89.0;N;E;11
1444;77;LJGC1;9.0;95.0;S;E;11
1613;24;62PKA;7.0;98.0;S;E;11
511;11;O9JYE;13.0;75.0;S;E;11
1630;77;O0U2X;12.0;86.0;S;E;11
195;92;WPW5R;13.0;89.0;S;E;11
90;1;D8GF0;27.0;81.0;S;E;11
78;54;S8HJI;25.0;85.0;S;E;11
153;74;YT3M8;31.0;88.0;S;E;11
1551;59;1DEYG;15.0;93.0;S;E;11
385;45;MGYKB;13.0;97.0;S;E;11
539;25;CWXS2;17.0;96.0;S;E;11
86;47;LFEFV;27.0;94.0;S;W;11
3504;51;L274E;20.0;97.0;S;E;11
581;59;SOOYX;32.0;97.0;S;W;11
807;73;EF287;35.0;81.0;S;E;11
1959;80;VMLXW;35.0;85.0;S;E;11
1027;47;MLMVO;39.0;81.0;S;E;11
3039;80;ZVDJ7;38.0;86.0;S;E;11
2904;14;QJG2F;39.0;84.0;S;E;11
514;99;HSZ7S;38.0;96.0;S;E;11
3481;1;AYBE2;26.0;98.0;S;E;11
2621;67;89K06;20.0;99.0;S;E;11
3852;12;PI5WB;24.0;99.0;S;E;11
3280;44;APYXZ;38.0;98.0;S;E;11
2451;25;U1EWM;41.0;28.0;S;E;11
3007;38;2RW2I;41.0;30.0;N;E;11
2142;23;QDG1A;41.0;34.0;S;E;11
4592;16;05Y8K;44.0;33.0;S;E;11
1665;69;025O8;40.0;39.0;N;W;11
3165;61;653FN;44.0;39.0;S;E;11
1270;6;72DKN;40.0;46.0;S;E;11
3908;84;JEJDO;44.0;41.0;S;E;11
4805;61;X8LHX;40.0;49.0;S;E;11
2046;64;MV0F9;40.0;63.0;S;E;11
495;50;MCFBS;43.0;55.0;S;E;11
2159;66;U9Y0S;41.0;76.0;S;E;11
2280;65;92R9U;42.0;86.0;N;E;11
924;27;AETKC;42.0;96.0;S;E;11
1257;4;KREXX;43.0;94.0;N;E;11
646;2;T73P9;44.0;68.0;N;E;11
943;7;0G3DZ;45.0;78.0;S;E;11
1519;10;S4V28;45.0;97.0;S;E;11
3256;72;ZQ0HP;46.0;17.0;N;E;11
1518;16;8THI0;46.0;38.0;N;E;11
4977;16;HU3B4;46.0;91.0;S;E;11
554;28;PXT8C;48.0;7.0;S;E;11
1764;56;SGINX;49.0;23.0;S;E;11
2341;89;T1BDE;51.0;24.0;S;E;11
559;71;5FP6J;48.0;42.0;S;E;11
684;21;RT8SD;47.0;50.0;S;E;11
884;73;T4HE4;48.0;54.0;N;E;11
242;45;9WXJG;50.0;53.0;S;E;11
160;37;JXFWB;50.0;63.0;S;E;11
224;45;S3KP2;52.0;4.0;S;E;11
196;7;DU67N;77.0;4.0;N;E;11
405;16;6BFPG;56.0;8.0;S;E;11
191;42;TZU4R;69.0;9.0;S;E;11
1877;34;MP1MH;83.0;1.0;S;E;11
2053;53;KE7WQ;87.0;2.0;S;E;11
1581;22;5WNA5;87.0;6.0;S;E;11
119;27;820R8;59.0;21.0;S;E;11
300;76;VUI45;72.0;16.0;S;E;11
61;88;3BITX;53.0;43.0;S;E;11
52;23;H8M3Z;69.0;44.0;S;E;11
2163;25;66FEV;73.0;11.0;S;E;11
705;25;K907J;77.0;10.0;S;W;11
44;57;V7BKF;76.0;47.0;S;E;11
57;8;BCR35;89.0;31.0;S;E;11
827;74;IVEFP;49.0;69.0;S;E;11
502;63;X003Q;47.0;75.0;S;E;11
1165;99;SZM7S;49.0;73.0;S;E;11
370;35;XH7GP;60.0;73.0;S;E;11
830;44;TPAWN;70.0;73.0;S;W;11
349;54;0QFFU;57.0;74.0;N;W;11
472;68;5T0ZD;68.0;76.0;N;E;11
381;33;PO3HU;60.0;81.0;S;E;11
1086;38;6VKAH;67.0;81.0;S;E;11
886;91;35I3E;52.0;88.0;S;E;11
261;45;RPKHI;63.0;88.0;S;E;11
1434;35;MSNWE;70.0;89.0;S;E;11
444;85;D19MG;72.0;69.0;N;E;11
728;30;K2J14;85.0;68.0;S;W;11
1760;67;6PA84;82.0;71.0;S;E;11
658;10;IGH73;76.0;72.0;S;E;11
2482;93;XU6B9;78.0;72.0;S;E;11
124;55;SHF9N;71.0;83.0;S;E;11
147;63;3VBLQ;79.0;81.0;S;E;11
631;34;194U5;85.0;74.0;N;E;11
719;6;3GW2B;89.0;76.0;S;E;11
258;35;LASVO;84.0;86.0;S;E;11
157;46;BBXCK;88.0;91.0;S;E;11
2592;20;3PFNV;49.0;94.0;S;E;11
3687;24;QG8NI;57.0;93.0;S;E;11
3122;85;DSXJQ;51.0;94.0;S;E;11
4782;58;TIV4P;49.0;98.0;S;E;11
3097;18;E5ZQ2;55.0;95.0;S;E;11
4912;59;TCUSK;60.0;96.0;S;E;11
3073;26;352EI;61.0;94.0;N;E;11
3321;5;KLHTD;63.0;94.0;S;E;11
892;50;1HZK2;67.0;93.0;S;E;11
993;25;N273V;78.0;93.0;S;E;11
1414;90;2VRXU;87.0;93.0;S;E;11
1316;23;5O7SI;85.0;94.0;S;E;11
1920;91;N9KBH;70.0;95.0;N;E;11
734;74;3931H;62.0;96.0;S;E;11
2221;94;LIDMI;78.0;97.0;S;E;11
2643;87;2K21S;80.0;95.0;S;E;11
3118;70;GN5IG;89.0;97.0;S;E;11
2785;48;J329S;83.0;98.0;S;E;11
1186;16;8YN26;91.0;7.0;S;E;11
1786;82;VN3MS;91.0;50.0;S;E;11
4401;79;HL98J;92.0;3.0;S;E;11
1217;48;RAG3T;93.0;17.0;S;E;11
1401;78;K5HA0;93.0;44.0;S;E;11
1936;25;5GYP7;95.0;1.0;S;E;11
1056;73;P6Z0Z;94.0;15.0;S;E;11
900;91;Q68TK;96.0;9.0;S;E;11
1327;34;NU6FZ;98.0;8.0;S;E;11
1521;58;MWS89;97.0;14.0;N;E;11
3200;80;LLOPZ;99.0;16.0;S;E;11
1515;59;S857D;95.0;24.0;S;E;11
846;5;JNBCR;94.0;30.0;N;E;11
957;44;OGRF0;96.0;26.0;S;E;11
2258;25;9W71Y;97.0;20.0;S;E;11
482;66;4JJTE;97.0;24.0;S;E;11
647;12;0ZW35;99.0;49.0;S;E;11
1435;36;011LG;96.0;57.0;N;E;11
1736;47;MMTF2;92.0;58.0;S;E;11
868;23;T4TVI;92.0;65.0;N;E;11
2631;37;ZE9XF;94.0;59.0;S;E;11
1981;65;IILT4;97.0;63.0;S;E;11
1780;79;FZ908;99.0;60.0;S;E;11
2626;28;KVKXB;91.0;67.0;S;E;11
931;51;55DLP;93.0;71.0;S;E;11
1192;61;VI54J;91.0;93.0;S;E;11
1085;25;E3QID;92.0;85.0;S;E;11
3365;92;5G21B;91.0;95.0;S;E;11
4793;66;Q2R6I;99.0;66.0;S;W;11
1782;85;IZHO7;95.0;67.0;S;E;11
1258;9;VF95E;94.0;76.0;S;E;11
548;76;AOUDN;98.0;76.0;S;E;11
933;47;VP1X8;99.0;74.0;S;E;11
1855;74;74G7A;96.0;82.0;S;E;11
648;87;MKLEP;98.0;82.0;S;E;11
3622;5;NADR9;96.0;84.0;S;E;11
1277;57;NOG8T;95.0;96.0;S;E;11
1503;53;71Y0P;97.0;97.0;N;E;11
3242;89;BLCPZ;99.0;87.0;S;E;11
3037;52;V289D;99.0;91.0;S;E;11
2239;14;5DFC9;99.0;93.0;S;E;11
3347;63;UUDK8;47.0;99.0;S;E;11
4093;7;TJDJG;1.0;2.0;S;W;12
3461;60;OVZZ5;7.0;1.0;S;E;12
793;95;G93X3;7.0;5.0;N;W;12
3572;66;OIIA7;3.0;9.0;S;E;12
2035;87;GC5FH;6.0;11.0;S;E;12
1302;54;4C9A4;2.0;15.0;S;E;12
2009;54;1OY7E;10.0;10.0;S;E;12
1512;5;HPAB9;10.0;12.0;S;E;12
3691;19;2WH66;11.0;2.0;S;E;12
1096;14;BSGST;18.0;1.0;S;E;12
1467;87;9Q5RH;13.0;2.0;S;E;12
3920;48;94L6Q;24.0;2.0;N;E;12
4496;40;8RKL3;28.0;3.0;S;E;12
1851;47;UUYOI;16.0;7.0;S;E;12
1494;78;9ZFV1;14.0;11.0;S;E;12
3876;80;R71ID;13.0;15.0;S;E;12
2668;67;TZYLS;24.0;6.0;S;E;12
989;77;35XWG;20.0;8.0;S;E;12
3850;77;5IRPH;23.0;9.0;S;E;12
2503;70;QCYV7;23.0;12.0;S;E;12
1573;88;V33KR;27.0;9.0;S;E;12
1825;28;VA407;27.0;15.0;S;E;12
1190;64;X6WA6;28.0;7.0;S;E;12
1842;50;IUTSO;2.0;17.0;S;E;12
1820;14;BPZYO;2.0;19.0;S;E;12
3287;72;JTHTI;10.0;16.0;N;E;12
3215;21;9AAOI;6.0;17.0;S;E;12
3903;98;TPDAV;5.0;22.0;S;W;12
2050;79;G218F;9.0;20.0;S;E;12
2601;10;S606B;3.0;23.0;S;E;12
4089;67;K6HGM;5.0;26.0;S;E;12
4289;18;CVBSO;17.0;17.0;S;E;12
1131;97;QDX8D;13.0;19.0;S;E;12
4665;98;OYFA4;11.0;23.0;S;E;12
1141;73;7DNR1;13.0;25.0;S;E;12
3604;51;BL9IA;17.0;22.0;S;E;12
2790;38;WJ5E4;16.0;24.0;S;E;12
4012;92;VM0ZC;28.0;17.0;S;E;12
2088;30;WE5S9;19.0;18.0;N;E;12
3027;84;1PUF0;20.0;24.0;S;E;12
3157;57;INYEH;20.0;26.0;N;E;12
880;74;3HR8C;23.0;19.0;S;E;12
1063;28;JPF8Q;22.0;25.0;S;E;12
2977;66;EUDFW;27.0;19.0;S;E;12
2940;80;Y8PYH;27.0;21.0;S;E;12
3374;40;2PU36;35.0;2.0;S;E;12
1643;13;8QTPE;30.0;4.0;S;E;12
4716;9;H7NLF;37.0;3.0;S;E;12
3093;51;SYUCL;41.0;1.0;S;E;12
2294;40;KS1MF;45.0;2.0;S;E;12
3079;53;DFMOJ;45.0;4.0;S;E;12
1912;91;IBWDC;29.0;6.0;S;E;12
1903;63;TTMLC;33.0;8.0;S;E;12
1204;89;R2IOC;31.0;10.0;S;E;12
2102;60;170VL;31.0;14.0;S;W;12
2436;8;M74ZH;38.0;11.0;S;E;12
3276;28;UHXTQ;35.0;14.0;S;E;12
3272;12;ZLMJ2;37.0;15.0;S;E;12
1921;26;UL7M8;30.0;18.0;S;E;12
1606;27;U5R9Z;34.0;23.0;N;E;12
2019;46;UX0JQ;38.0;19.0;S;E;12
2060;36;7KR5Z;38.0;23.0;S;E;12
1563;78;D7DHN;39.0;5.0;S;E;12
3116;70;WHMHD;41.0;6.0;S;E;12
985;73;L22GS;39.0;7.0;S;E;12
1722;94;T95II;42.0;10.0;S;E;12
845;26;YAH7P;40.0;20.0;S;E;12
773;2;PDKYM;45.0;19.0;S;E;12
3068;76;RN0PL;40.0;22.0;S;E;12
1587;28;O61E0;33.0;25.0;S;E;12
4196;69;DV8O4;43.0;25.0;S;E;12
4068;48;RUMO9;45.0;25.0;N;E;12
861;9;G79LB;1.0;27.0;S;E;12
640;34;UTWYV;1.0;29.0;S;E;12
1483;64;P4QM8;9.0;28.0;S;E;12
1823;24;B8ZC4;8.0;30.0;S;E;12
1928;85;00JDW;15.0;28.0;S;E;12
1966;8;S8V8M;12.0;31.0;S;E;12
542;93;921VT;18.0;30.0;S;E;12
1908;77;A21XJ;26.0;30.0;S;E;12
2791;27;HRZWE;27.0;32.0;S;E;12
401;91;QGQGR;4.0;34.0;S;E;12
336;70;YS5J3;4.0;38.0;S;E;12
1924;61;XX6OG;1.0;46.0;S;E;12
1279;53;7ABFL;1.0;52.0;S;E;12
778;19;Q5JA5;8.0;43.0;N;E;12
744;37;04X9G;5.0;48.0;N;E;12
500;18;FF7F7;12.0;35.0;S;E;12
1647;92;H4O72;10.0;37.0;S;E;12
365;83;DBCL9;13.0;39.0;S;E;12
488;70;79Z3A;15.0;42.0;S;E;12
518;29;FXBRN;9.0;49.0;S;E;12
791;31;YA503;9.0;51.0;S;E;12
1130;51;V4P6P;11.0;45.0;S;W;12
1452;41;CYV0A;15.0;52.0;S;E;12
137;25;VL2PX;8.0;53.0;S;E;12
1520;74;L2JFA;2.0;68.0;S;E;12
1355;93;MVNRY;4.0;69.0;S;E;12
1329;43;A2MZ5;7.0;69.0;S;E;12
772;46;PMBRC;7.0;71.0;S;E;12
750;30;BL9YI;12.0;54.0;S;E;12
1129;42;LG5F3;15.0;65.0;S;E;12
1309;1;XUA8F;9.0;70.0;S;E;12
680;80;0593C;15.0;71.0;S;E;12
920;84;2PZPW;13.0;73.0;S;E;12
1025;2;6FCYJ;20.0;36.0;S;E;12
1505;38;PFL32;19.0;45.0;S;E;12
543;70;A12F1;22.0;37.0;S;E;12
316;95;N2G1P;23.0;45.0;S;E;12
212;5;B0GX5;22.0;60.0;S;E;12
377;89;P6XYN;19.0;67.0;S;E;12
3822;45;42FWE;25.0;58.0;S;W;12
890;76;HPQLX;25.0;68.0;S;E;12
1549;8;1I0C1;26.0;48.0;S;E;12
1506;1;4Q0NB;26.0;50.0;S;E;12
1377;9;5WVNU;27.0;36.0;S;E;12
2236;80;2DHK8;27.0;40.0;S;W;12
216;89;7HJVR;26.0;52.0;S;E;12
911;66;1L5N7;28.0;73.0;S;E;12
3916;17;5OV4Y;33.0;29.0;S;E;12
3112;88;DEVVK;37.0;28.0;S;E;12
979;56;KA93Q;29.0;34.0;S;E;12
1009;16;YXTXL;33.0;33.0;N;E;12
621;76;R7XDA;33.0;37.0;S;E;12
1497;53;PAKRH;32.0;41.0;N;E;12
494;91;J5P78;29.0;61.0;S;E;12
449;62;KX3YR;29.0;63.0;N;E;12
346;20;LGEGV;34.0;45.0;S;E;12
844;64;L403W;32.0;66.0;S;E;12
2150;42;0BMSS;36.0;46.0;S;E;12
834;26;CJRA9;35.0;64.0;S;E;12
1155;26;N1FU8;36.0;66.0;S;E;12
2731;4;IT4XP;37.0;52.0;S;W;12
1778;1;TS5KX;37.0;56.0;S;E;12
2512;82;QRP91;39.0;51.0;S;E;12
3408;24;379J3;30.0;69.0;S;E;12
922;6;U80W0;32.0;70.0;S;E;12
3103;26;DYXC7;36.0;73.0;S;E;12
4178;4;P8HA6;38.0;67.0;S;E;12
4512;27;QUMHE;3.0;79.0;S;E;12
2127;90;MTLBR;3.0;81.0;S;E;12
1394;17;UVX9Q;3.0;85.0;S;E;12
2120;76;6EG9S;6.0;84.0;S;E;12
1468;46;VHEWW;4.0;89.0;S;E;12
1682;59;GJFOZ;7.0;78.0;S;E;12
2991;7;HJM69;6.0;90.0;S;W;12
1951;13;M5J3D;6.0;92.0;S;E;12
1039;83;J4RPU;10.0;90.0;S;E;12
1453;43;HFWSK;11.0;89.0;N;E;12
1489;1;2VD08;4.0;93.0;S;E;12
2763;8;4090J;7.0;98.0;S;E;12
4104;85;XEFBH;9.0;99.0;S;E;12
628;88;1MKJM;13.0;75.0;S;E;12
2577;60;2OQSC;12.0;86.0;S;E;12
767;18;9CPPZ;15.0;77.0;S;E;12
239;95;FNBJR;17.0;92.0;S;E;12
132;51;EC3L2;22.0;76.0;S;E;12
91;18;CMYB9;21.0;82.0;S;E;12
403;88;NQNGC;25.0;85.0;S;E;12
248;76;FFB0V;20.0;86.0;S;E;12
265;12;9CJMO;31.0;84.0;N;E;12
1006;97;A74KU;28.0;92.0;S;E;12
4027;63;7Z6T3;15.0;93.0;S;E;12
450;86;6AVMR;13.0;97.0;S;E;12
1511;11;5S4TC;17.0;96.0;S;E;12
244;17;DHMMU;21.0;94.0;S;E;12
808;43;FACCF;32.0;97.0;S;W;12
817;13;RIS83;35.0;75.0;S;E;12
4002;62;HX9I2;35.0;85.0;S;E;12
2351;66;NH4X4;35.0;87.0;S;E;12
1148;71;LSJNO;39.0;77.0;S;E;12
3434;91;K7AFZ;38.0;86.0;S;E;12
3166;54;LIZXL;39.0;84.0;S;E;12
555;38;C8UP4;34.0;93.0;S;E;12
3387;1;KO4HC;20.0;99.0;S;E;12
4688;25;B91GD;32.0;99.0;S;E;12
3518;62;QFQGH;38.0;98.0;S;E;12
3997;25;3K5S8;41.0;28.0;S;E;12
3124;34;T03RW;41.0;30.0;N;E;12
3612;69;15V4R;41.0;34.0;S;E;12
2249;34;VUN1U;40.0;39.0;N;W;12
3282;30;XKHXK;44.0;39.0;S;E;12
1799;64;WS5YN;40.0;42.0;S;E;12
4453;96;75JQ2;44.0;41.0;S;E;12
2463;54;051ZS;40.0;59.0;S;E;12
679;58;9K2C0;43.0;51.0;N;E;12
676;26;HN0T0;43.0;57.0;S;E;12
2623;59;SJNRK;41.0;76.0;S;E;12
1739;49;T1B2V;42.0;92.0;S;E;12
1437;67;5BPMK;42.0;98.0;S;E;12
1457;70;PNIUM;43.0;94.0;N;E;12
859;6;3V7KQ;44.0;64.0;S;E;12
1704;66;1SNE7;45.0;81.0;S;E;12
2069;50;DRK3X;45.0;97.0;S;E;12
4254;59;MPPS4;46.0;17.0;N;E;12
2260;17;G65MI;46.0;38.0;N;E;12
1572;37;3R7W6;46.0;60.0;S;E;12
758;39;WJDGK;49.0;7.0;S;E;12
607;72;XLPG6;47.0;19.0;S;E;12
2176;99;HFDEK;49.0;23.0;S;E;12
4272;10;RRYXH;51.0;24.0;S;E;12
700;61;D9NGG;48.0;42.0;S;E;12
1400;69;AEABX;47.0;46.0;N;E;12
1429;41;G42BF;47.0;50.0;S;E;12
891;54;40QFR;47.0;54.0;N;E;12
948;2;QN5IM;48.0;54.0;N;E;12
489;4;WF26R;51.0;28.0;S;E;12
1914;47;UKMQG;50.0;57.0;S;E;12
278;92;CT3T4;50.0;59.0;S;E;12
351;65;0PBOF;50.0;65.0;S;E;12
839;99;6Y373;52.0;4.0;S;E;12
443;22;PNCJ2;52.0;6.0;N;E;12
200;49;SYUZL;74.0;3.0;S;E;12
236;80;LA4US;66.0;6.0;S;E;12
1548;12;RSR2X;56.0;8.0;S;E;12
2081;2;KOOE5;60.0;9.0;S;E;12
698;24;RVVZ9;67.0;8.0;S;E;12
2371;83;UPDTO;83.0;1.0;S;E;12
2226;7;LTAPG;83.0;3.0;S;E;12
2816;16;CBP75;87.0;2.0;S;E;12
2020;84;OLWYD;87.0;6.0;S;E;12
1592;32;RZPE5;84.0;9.0;S;E;12
161;58;QG6I2;65.0;18.0;S;W;12
290;98;35RK4;66.0;23.0;S;E;12
1080;2;E05IP;72.0;16.0;S;E;12
77;51;IVCKH;52.0;32.0;S;W;12
250;76;2H8LV;54.0;62.0;N;E;12
101;98;FKNHX;72.0;26.0;S;E;12
55;18;98C4Q;71.0;55.0;S;W;12
