id;catalogNumber;description;gpsLength;gpsWidth;gpsLengthPosition;gpsWidthPosition;indexLevel
5567;96;6ZFKC;72.0;16.0;S;E;16
6090;98;9151D;63.0;18.0;S;E;16
8841;5;IGMZZ;84.0;16.0;S;E;16
5441;7;MK8JX;65.0;20.0;N;E;16
6440;28;KFMOR;82.0;20.0;N;E;16
9238;58;XF1R8;87.0;6.0;S;E;16
9014;26;LGTW9;86.0;10.0;S;E;16
6658;53;C589H;90.0;11.0;N;W;16
5639;34;2S8ZL;92.0;5.0;S;E;16
5778;2;W83ED;98.0;6.0;N;E;16
6226;3;KFE18;95.0;11.0;N;W;16
5788;41;1EUQ9;98.0;8.0;S;E;16
5685;95;9P7S8;88.0;12.0;S;E;16
5638;33;Y6M0D;87.0;18.0;S;E;16
5613;46;F9R2W;93.0;17.0;S;E;16
5516;96;XAOL5;87.0;20.0;S;E;16
7363;44;OYPG1;97.0;20.0;S;E;16
8508;22;KBE9J;99.0;16.0;S;E;16
6198;73;VAAGQ;59.0;21.0;S;E;16
7008;58;3O1O2;58.0;23.0;S;E;16
5549;21;ZZ2OR;68.0;23.0;S;E;16
5689;23;XANZ9;55.0;25.0;S;E;16
5819;49;EZEI9;55.0;27.0;S;E;16
9692;8;9D30X;66.0;27.0;S;E;16
7720;87;QRDTY;91.0;21.0;S;E;16
6707;57;H5MBW;84.0;22.0;S;E;16
5547;94;2TCKN;72.0;26.0;S;E;16
7176;40;YVZ91;77.0;27.0;S;E;16
7202;94;V1KH4;79.0;27.0;S;E;16
9657;26;KNH1O;91.0;23.0;S;W;16
6756;50;S6B4I;93.0;22.0;N;E;16
7670;94;NO5FD;95.0;24.0;S;E;16
6231;12;6L5WY;96.0;26.0;S;E;16
5981;80;HB6QO;91.0;27.0;N;E;16
7579;79;NV835;41.0;28.0;S;E;16
6670;74;K4T9E;62.0;28.0;S;E;16
12259;69;1SAPY;87.0;28.0;S;E;16
9559;22;XLTR3;96.0;28.0;S;E;16
13408;77;9B2UD;30.0;30.0;S;E;16
16353;63;XVPSQ;33.0;29.0;S;E;16
9024;52;LUWZ6;43.0;29.0;S;E;16
10168;82;GLU0Z;41.0;30.0;N;E;16
8514;80;4CBE9;52.0;30.0;S;E;16
8661;54;JMRW3;58.0;29.0;N;E;16
10680;52;2XIBN;66.0;29.0;N;E;16
7877;49;JRN33;37.0;32.0;S;E;16
8254;56;CJB57;43.0;31.0;S;E;16
8723;30;ARXGY;33.0;33.0;N;E;16
7385;1;Z2BW0;47.0;31.0;S;W;16
7211;49;HWVIS;65.0;31.0;S;W;16
8713;56;CA50G;52.0;32.0;S;W;16
7183;13;U7PT6;44.0;33.0;S;E;16
6856;47;CS627;58.0;33.0;S;E;16
9277;97;H1AX6;30.0;43.0;S;E;16
7555;60;OZZT3;33.0;35.0;S;E;16
7149;5;QVSLZ;37.0;34.0;S;E;16
5743;23;ZT8DR;36.0;44.0;S;E;16
5929;52;B83WA;40.0;36.0;S;E;16
5538;51;X7L64;40.0;46.0;S;E;16
5853;3;5R6M3;30.0;69.0;S;E;16
6010;66;1DI80;32.0;66.0;S;E;16
5943;7;6UC9M;31.0;74.0;S;E;16
6830;48;L4N89;33.0;52.0;S;E;16
6432;57;I4ZMG;33.0;62.0;S;E;16
6590;19;E001O;31.0;84.0;N;E;16
8316;30;V92QY;31.0;88.0;S;E;16
8920;45;4ZLAW;30.0;90.0;S;E;16
8633;33;4ZNXR;34.0;91.0;S;E;16
5322;96;BMSJ3;35.0;62.0;N;E;16
5735;30;U19J0;39.0;51.0;S;E;16
5315;83;X607U;40.0;63.0;S;E;16
5837;92;4IXVQ;36.0;73.0;S;E;16
6053;44;E6UHS;38.0;69.0;S;E;16
6210;38;D85IU;35.0;81.0;S;E;16
5774;44;QGP3L;35.0;85.0;S;E;16
5653;50;0A3VX;35.0;87.0;S;E;16
6516;86;TCNPK;39.0;84.0;S;E;16
6267;43;CNRBY;41.0;34.0;S;E;16
5458;84;9IRNV;65.0;35.0;S;E;16
5524;51;9LT9L;62.0;36.0;S;E;16
5852;53;6IFUL;44.0;39.0;S;E;16
7353;91;GN64Z;43.0;45.0;S;E;16
6504;22;0AEDO;43.0;49.0;S;E;16
5896;54;583QQ;55.0;39.0;S;E;16
5953;10;PW2TF;65.0;39.0;S;E;16
6310;69;VZERS;55.0;41.0;S;E;16
5604;99;1BAIP;53.0;43.0;S;E;16
5533;69;4M8NS;59.0;42.0;S;E;16
5907;70;W2UE3;64.0;49.0;S;E;16
9931;31;Q2ZQI;68.0;46.0;S;E;16
5732;4;XR59R;43.0;51.0;N;E;16
5263;29;LKQAW;42.0;60.0;N;E;16
5455;3;H4L6L;42.0;72.0;S;E;16
5256;8;IGFPC;43.0;84.0;S;E;16
5161;58;V60WG;50.0;53.0;S;E;16
5052;71;HA0W2;57.0;74.0;N;W;16
5115;1;TOMND;62.0;53.0;S;E;16
5203;93;SVKMZ;64.0;72.0;S;E;16
5273;75;6Z3JX;51.0;77.0;S;E;16
5495;56;PEGYA;54.0;82.0;S;E;16
5954;88;9YXPK;64.0;78.0;S;E;16
5302;1;V23DT;63.0;80.0;S;E;16
6374;57;K156I;42.0;86.0;N;E;16
5993;74;871SD;59.0;90.0;S;E;16
8720;64;GUZQM;64.0;86.0;S;E;16
6951;13;SJWYD;67.0;91.0;S;E;16
8221;52;XSL6I;68.0;50.0;S;E;16
9927;89;7BFJS;68.0;52.0;S;E;16
7561;74;OX2S8;68.0;76.0;N;E;16
7890;18;RJXVM;68.0;78.0;S;E;16
7367;64;CZLRI;69.0;31.0;S;E;16
8369;63;XYE3O;69.0;33.0;S;E;16
5983;91;VTMC3;70.0;29.0;S;E;16
5772;38;6WYWC;81.0;33.0;S;E;16
8557;55;4T9G1;73.0;34.0;S;E;16
7820;68;756VL;75.0;35.0;S;E;16
7106;72;NSAQ8;80.0;36.0;S;E;16
10056;6;8HVIT;69.0;38.0;S;E;16
6800;31;SZ2OI;76.0;39.0;S;E;16
8110;82;GATW3;83.0;30.0;S;E;16
8238;4;P197A;86.0;33.0;S;E;16
6133;83;Z9J3G;90.0;29.0;S;E;16
7398;81;O6X4I;89.0;31.0;S;E;16
7606;94;60N0Z;90.0;33.0;S;E;16
6906;27;4FRS5;82.0;36.0;N;E;16
5967;83;6A5WE;94.0;34.0;S;E;16
5812;7;RHSZ9;86.0;37.0;S;W;16
6407;19;DASMI;86.0;39.0;S;E;16
7496;58;ERDSS;92.0;38.0;S;E;16
7407;65;BTWVW;90.0;39.0;S;E;16
9425;61;USDU5;97.0;37.0;S;E;16
12160;1;E3C7F;69.0;40.0;S;E;16
9368;56;F92HW;69.0;44.0;S;E;16
6418;24;XH7KT;72.0;40.0;S;E;16
5477;2;PMOKM;86.0;41.0;S;E;16
5386;14;X5HA5;76.0;43.0;S;W;16
5389;36;EPVR0;82.0;46.0;S;E;16
5440;94;GZAAF;93.0;44.0;S;E;16
6073;88;H65RB;93.0;46.0;S;E;16
6022;15;M1F1O;80.0;48.0;S;E;16
8805;34;GV1S2;89.0;48.0;S;E;16
7226;17;JPU2U;85.0;49.0;S;E;16
13462;32;W8HBN;98.0;33.0;S;E;16
11277;6;QZLRH;98.0;35.0;S;E;16
10129;12;QAPCW;99.0;49.0;S;E;16
8051;46;IENIL;71.0;55.0;S;W;16
5407;38;XG4RD;70.0;73.0;S;W;16
6436;68;QOGF2;71.0;87.0;S;W;16
8972;18;SLAL5;70.0;89.0;S;E;16
5906;23;15PG9;72.0;65.0;S;E;16
8353;75;BQXU8;75.0;51.0;S;E;16
8945;19;3SEJK;75.0;53.0;S;E;16
5406;71;8IJ0I;75.0;57.0;S;E;16
5369;3;JTNMQ;75.0;63.0;S;E;16
5631;8;FKVIN;76.0;72.0;S;E;16
5944;26;WP8NR;77.0;87.0;S;E;16
8598;62;J0VHF;76.0;89.0;S;E;16
9621;33;V9FR6;74.0;90.0;S;E;16
8072;83;XIP07;81.0;50.0;S;E;16
6900;67;C21W3;78.0;60.0;N;E;16
6127;63;8O4DJ;78.0;72.0;S;E;16
6962;99;NPJSX;79.0;52.0;N;E;16
6239;14;0D6ZQ;79.0;76.0;S;E;16
7319;0;FJCFA;85.0;51.0;S;E;16
5195;21;R1Y91;82.0;59.0;S;E;16
5277;26;PIAS0;93.0;50.0;S;E;16
5254;90;G65UR;82.0;69.0;S;E;16
5491;61;R3WMD;89.0;72.0;S;E;16
9431;89;6CJN4;93.0;71.0;S;E;16
5889;63;Z6AYF;93.0;73.0;N;E;16
7683;9;HTER9;81.0;77.0;S;E;16
8647;3;AX8CP;94.0;55.0;S;E;16
6126;63;5MTC0;96.0;57.0;N;E;16
6204;41;BXDCC;97.0;61.0;S;E;16
8861;49;3I5XW;94.0;76.0;S;E;16
6298;92;4QLDG;99.0;64.0;S;E;16
6349;46;TEQN1;99.0;66.0;S;W;16
6556;24;O9KSC;98.0;76.0;S;E;16
8158;27;SYGQY;79.0;81.0;S;E;16
8608;65;6JW8P;85.0;78.0;S;E;16
6705;98;K5UD9;84.0;82.0;N;E;16
9265;68;W72OI;88.0;82.0;S;E;16
7238;84;SHECX;80.0;83.0;S;E;16
7355;11;HQGWU;80.0;89.0;N;E;16
7136;4;DD9N5;80.0;91.0;S;E;16
5771;16;236SG;82.0;85.0;S;E;16
5796;99;I4LI6;84.0;88.0;S;E;16
7269;84;E6FTX;88.0;84.0;S;E;16
9288;33;29DUJ;88.0;89.0;S;E;16
6814;87;06LVY;86.0;90.0;N;E;16
5805;61;FTR3O;89.0;80.0;S;E;16
6268;76;FOD3P;92.0;81.0;N;E;16
8426;58;LIR4V;90.0;83.0;S;E;16
5863;15;M45HT;92.0;87.0;S;E;16
5930;76;EXD6W;92.0;91.0;S;W;16
6084;79;5DWBF;95.0;86.0;S;E;16
7051;2;FLH5J;98.0;82.0;S;E;16
12799;92;UVOK7;28.0;92.0;S;E;16
6929;26;KDYDP;25.0;93.0;N;E;16
7754;43;ZAY7L;21.0;94.0;S;E;16
9722;84;EELM9;27.0;94.0;S;W;16
11359;66;TEI5C;32.0;92.0;N;E;16
7585;59;AAV2R;42.0;92.0;S;E;16
7346;68;R6JH3;34.0;93.0;S;E;16
8223;79;FJ8ZW;38.0;94.0;S;E;16
9467;29;NN2HE;50.0;92.0;S;E;16
8092;13;KL6EU;52.0;92.0;S;E;16
11844;20;AN4MH;74.0;92.0;S;E;16
6923;20;PNZ6E;49.0;94.0;S;E;16
6885;25;LR7MD;61.0;94.0;N;E;16
6914;69;ER4Y7;74.0;94.0;S;E;16
8043;86;Z8WQI;78.0;93.0;S;E;16
7523;40;18FWL;84.0;94.0;S;E;16
7243;48;RO68A;85.0;94.0;S;E;16
11896;0;F960S;34.0;95.0;S;E;16
10338;11;UX1HN;45.0;95.0;S;W;16
14499;26;SSNY1;55.0;95.0;S;E;16
7725;67;G7MAK;70.0;95.0;N;E;16
8292;45;2O4SR;78.0;95.0;N;E;16
8523;72;3LY15;80.0;95.0;S;E;16
8853;69;0L7EV;87.0;93.0;S;E;16
10326;81;VGF02;91.0;93.0;S;E;16
13514;89;66CVG;91.0;95.0;S;E;16
11984;43;L1A28;24.0;97.0;S;E;16
7483;26;C25UM;26.0;98.0;S;E;16
6725;46;L92LV;38.0;98.0;S;E;16
6918;70;HFPXA;42.0;98.0;S;E;16
9958;35;UVQRW;24.0;99.0;S;E;16
8185;11;77RG6;32.0;99.0;S;E;16
9100;4;1NUOZ;36.0;99.0;S;E;16
10179;8;Q5SHI;45.0;97.0;S;E;16
13974;45;JYOH5;47.0;99.0;S;E;16
9392;67;BW38V;49.0;98.0;S;E;16
7521;61;883MF;60.0;96.0;S;E;16
7063;29;E6C3O;66.0;97.0;S;E;16
6434;24;G5ETX;64.0;98.0;S;E;16
7277;9;CZFOU;55.0;99.0;N;E;16
9049;13;QFOY6;66.0;99.0;S;W;16
9689;22;NY7PK;78.0;97.0;S;E;16
13649;74;EQ394;74.0;98.0;S;E;16
10324;53;6Z76J;83.0;98.0;S;E;16
7459;96;FCNYB;89.0;97.0;S;E;16
11606;5;WQX1V;89.0;99.0;S;E;16
13562;94;C958G;93.0;92.0;S;E;16
15057;77;VGISB;95.0;94.0;N;E;16
11657;18;G953N;95.0;96.0;S;E;16
15064;19;0ZFXV;99.0;93.0;S;E;16
15336;45;P0N1Y;97.0;97.0;N;E;16
14521;50;00RZO;99.0;99.0;S;E;16
17765;49;TMJFH;7.0;1.0;S;E;17
14942;50;82NUH;17.0;1.0;S;W;17
16952;90;COOQ0;1.0;2.0;S;W;17
18091;61;BV2ZP;10.0;4.0;S;E;17
14844;12;GBSIY;11.0;2.0;S;E;17
18452;53;RVV94;13.0;2.0;S;E;17
10938;34;5ATNJ;18.0;1.0;S;E;17
13418;82;EEUXO;26.0;1.0;S;E;17
10156;18;M2MT9;41.0;1.0;S;E;17
13743;98;DMINN;49.0;1.0;S;E;17
16801;17;73PNV;53.0;1.0;S;E;17
14480;98;MK9CE;24.0;2.0;N;E;17
18142;16;0NMPI;35.0;2.0;S;E;17
17250;1;IUAV9;28.0;3.0;S;E;17
18729;62;9DEHZ;37.0;3.0;S;E;17
14442;75;H9PAR;45.0;2.0;S;E;17
21875;90;16X19;48.0;3.0;S;E;17
12963;17;T163I;59.0;1.0;S;E;17
15605;96;AJZ0F;70.0;1.0;S;E;17
10504;43;LSB70;73.0;1.0;S;E;17
8749;42;LH99K;81.0;1.0;S;E;17
10442;15;FXALV;83.0;1.0;S;E;17
21206;62;XLI8X;95.0;1.0;S;E;17
22857;78;RMELB;66.0;2.0;S;E;17
16584;11;2X0ZW;77.0;2.0;S;E;17
16928;67;MZ1IR;64.0;3.0;S;E;17
10810;64;CR2TF;70.0;3.0;S;E;17
14146;86;6FKKX;74.0;3.0;S;E;17
11381;42;LA5RL;87.0;2.0;S;E;17
12874;95;V7V34;83.0;3.0;S;E;17
10665;51;B0N8S;92.0;3.0;S;E;17
16505;14;S32WZ;94.0;3.0;N;E;17
17727;0;V52ZH;20.0;4.0;S;W;17
7879;88;HGKGW;30.0;4.0;S;E;17
8874;50;X14EM;45.0;4.0;S;E;17
10345;97;JIAFR;52.0;4.0;S;E;17
12477;81;FZJD7;56.0;4.0;S;E;17
10278;4;1PDN7;77.0;4.0;N;E;17
16237;95;8OMR3;87.0;4.0;S;E;17
17877;18;1LG05;98.0;4.0;S;E;17
16677;72;5A72D;3.0;6.0;S;E;17
11198;7;ZOLKM;2.0;11.0;S;E;17
14132;2;56I5Z;3.0;9.0;S;E;17
14966;42;U8QPP;5.0;9.0;S;E;17
6832;90;J9ECR;7.0;5.0;N;W;17
6106;16;0MCTD;6.0;11.0;S;E;17
6155;95;6DIA3;10.0;10.0;S;E;17
6687;4;N6FAO;6.0;13.0;S;E;17
10359;63;03PE7;12.0;7.0;S;E;17
12242;15;LG26X;14.0;11.0;S;E;17
8483;98;VLNYA;14.0;13.0;S;E;17
11799;5;RT764;2.0;15.0;S;E;17
9434;39;H0IGP;2.0;17.0;S;E;17
8487;98;I9ZO6;1.0;27.0;S;E;17
8524;64;HIUZK;2.0;19.0;S;E;17
10380;21;RU26D;8.0;14.0;S;E;17
6093;25;RDZS3;6.0;17.0;S;E;17
7978;65;OIY90;5.0;26.0;S;E;17
6817;12;VQRVL;7.0;28.0;S;E;17
7647;24;IIMC6;9.0;22.0;S;E;17
7849;87;0XLI1;9.0;24.0;N;E;17
11260;71;WFRAO;9.0;28.0;S;E;17
19415;96;STEPZ;10.0;16.0;N;E;17
9056;5;EO10I;11.0;19.0;N;E;17
7348;88;0O1FU;13.0;15.0;S;E;17
10852;97;DTLTS;13.0;19.0;S;E;17
14320;12;W24SB;11.0;23.0;S;E;17
9672;88;SGBO1;13.0;25.0;S;E;17
16659;19;IYZAP;15.0;28.0;S;E;17
13178;56;CK513;16.0;5.0;S;E;17
12031;78;642BM;16.0;7.0;S;E;17
10052;43;CN2LF;16.0;9.0;S;E;17
13738;4;GQPUM;16.0;13.0;S;E;17
14269;4;80IDF;20.0;8.0;S;E;17
10039;71;KE460;19.0;14.0;S;E;17
8126;86;HCD59;17.0;15.0;S;W;17
12382;10;LS1IG;20.0;10.0;N;E;17
17046;20;T3L7L;17.0;17.0;S;E;17
14038;43;Q5NWX;17.0;22.0;S;E;17
16472;34;DG21Y;19.0;18.0;N;E;17
12481;59;BCVL7;16.0;24.0;S;E;17
10186;29;1JLHI;20.0;24.0;S;E;17
15731;24;FOSE6;20.0;26.0;N;E;17
11730;34;Q16Z8;20.0;28.0;S;E;17
15839;86;2LKNI;1.0;29.0;S;E;17
13312;93;ZIR3Z;1.0;31.0;S;E;17
13176;32;2NR9K;1.0;35.0;S;W;17
9513;6;3MCT7;1.0;46.0;S;E;17
7649;62;IJQM5;1.0;52.0;S;E;17
16350;28;94TJQ;2.0;37.0;S;E;17
8195;6;AJSCQ;2.0;43.0;S;E;17
6807;15;3D9RU;3.0;56.0;S;E;17
8789;18;Q8RXP;1.0;58.0;S;E;17
11251;2;Y549U;2.0;68.0;S;E;17
10140;11;UF7PJ;3.0;71.0;S;E;17
10655;96;8DKHH;4.0;34.0;S;E;17
6260;81;NQWE6;4.0;38.0;S;E;17
6463;84;29BDI;4.0;60.0;S;E;17
10565;86;U912R;4.0;63.0;S;E;17
11460;11;0A08I;5.0;32.0;N;E;17
11565;89;PZ5VR;6.0;42.0;S;E;17
8889;66;9O946;5.0;46.0;S;E;17
6391;99;VEN87;5.0;50.0;S;E;17
6208;42;L777E;5.0;58.0;S;E;17
8715;99;LSTRO;7.0;45.0;S;E;17
10111;95;88TA3;6.0;61.0;S;E;17
15911;36;3L2YH;4.0;67.0;S;E;17
12276;99;85HD1;4.0;69.0;S;E;17
14399;57;XQ3EP;7.0;69.0;S;E;17
14069;19;WDPUW;7.0;71.0;S;E;17
15543;56;MF6O8;3.0;79.0;S;E;17
15674;96;SK1GA;1.0;84.0;S;E;17
22733;70;N02FA;3.0;81.0;S;E;17
7931;51;4HDBD;3.0;85.0;S;E;17
7539;70;AOQNO;2.0;87.0;S;E;17
8642;4;80IYW;3.0;97.0;S;E;17
10656;16;XDWYM;5.0;75.0;S;E;17
7617;40;SR9LX;6.0;88.0;N;E;17
7779;15;B7LV0;4.0;89.0;S;E;17
7829;41;K0EEQ;6.0;90.0;S;W;17
16014;27;EE11R;6.0;92.0;S;E;17
9696;19;7BIY7;4.0;93.0;S;E;17
8916;36;O8EI4;7.0;76.0;S;E;17
10281;29;0ZGHF;7.0;78.0;S;E;17
11810;27;GINBK;7.0;96.0;N;E;17
16305;0;KB1UX;7.0;98.0;S;E;17
14512;72;UUD9J;8.0;30.0;S;E;17
14344;57;84B4N;12.0;31.0;S;E;17
13358;38;59RK2;8.0;36.0;S;E;17
11532;0;TASHH;10.0;33.0;N;E;17
10171;82;0QIVY;12.0;33.0;S;E;17
9646;34;KOFSC;12.0;35.0;S;E;17
13996;19;6V50J;16.0;32.0;S;E;17
10924;34;922E0;18.0;30.0;S;E;17
12380;4;NM3YM;18.0;34.0;S;E;17
12486;83;9ZV2I;16.0;36.0;S;E;17
11987;64;9X0FQ;20.0;36.0;S;E;17
12314;38;2TG0U;8.0;41.0;S;E;17
7488;40;T1P9Y;8.0;43.0;N;E;17
7120;52;X5U7K;8.0;57.0;S;E;17
7886;50;75X4O;8.0;63.0;S;E;17
9534;33;Q1M86;8.0;67.0;S;E;17
13021;89;0KHAJ;8.0;80.0;S;E;17
8484;12;29BIC;9.0;49.0;S;E;17
8641;74;9FX1W;10.0;37.0;S;E;17
9142;4;6KG5W;10.0;66.0;S;E;17
7532;53;P70PA;11.0;49.0;S;E;17
11024;31;P1VVU;11.0;66.0;S;E;17
14346;79;5GKG1;9.0;70.0;S;E;17
8936;96;N84HI;11.0;72.0;N;E;17
9159;90;S8PC5;11.0;74.0;S;E;17
8349;58;84FI8;11.0;78.0;S;E;17
10309;3;FFQOP;9.0;95.0;S;E;17
14894;26;IIS8K;9.0;99.0;S;E;17
10286;22;TR569;10.0;82.0;S;E;17
7963;73;HVM0S;10.0;90.0;S;E;17
13444;16;CEXQM;11.0;89.0;N;E;17
8687;48;T02HU;12.0;54.0;S;E;17
11614;98;MERJR;13.0;39.0;S;E;17
14810;71;Z4P33;13.0;41.0;S;E;17
7357;65;A9O58;15.0;42.0;S;E;17
6548;27;911B7;15.0;48.0;S;E;17
6431;84;LD95X;17.0;48.0;S;W;17
7794;66;0RATG;19.0;43.0;S;E;17
8890;37;Q39L2;15.0;52.0;S;E;17
7546;55;E0IHP;18.0;51.0;S;E;17
7816;32;38XFY;14.0;54.0;S;E;17
9094;15;BS7QP;20.0;53.0;S;E;17
8934;39;PY1MJ;12.0;58.0;S;E;17
8926;31;A3JT7;12.0;60.0;S;W;17
16016;93;03BDA;12.0;62.0;S;E;17
10065;98;8661B;12.0;86.0;S;E;17
11913;34;8AYDV;14.0;60.0;S;E;17
8031;79;R2AOR;18.0;57.0;S;E;17
7230;65;8J2TV;15.0;65.0;S;E;17
7181;12;QVSYZ;16.0;62.0;S;E;17
7486;10;X2XSF;18.0;59.0;S;E;17
8140;75;L1A21;17.0;65.0;S;E;17
7207;20;NXH4W;15.0;69.0;S;E;17
7686;98;OKBRJ;15.0;71.0;S;E;17
12084;54;51TFX;13.0;73.0;S;E;17
10450;62;PM5YR;18.0;73.0;S;E;17
10762;81;A13L0;19.0;67.0;S;E;17
10096;56;G7DPL;19.0;71.0;N;E;17
8486;9;9ZQDM;13.0;75.0;S;E;17
8511;20;MPSEU;18.0;76.0;S;E;17
10451;61;KJB26;13.0;89.0;S;E;17
7178;31;R5414;14.0;83.0;S;E;17
6351;69;F7CB5;15.0;91.0;S;E;17
6077;84;4HIKC;18.0;86.0;S;E;17
6563;65;B9TW6;17.0;88.0;S;E;17
6379;69;BS8EP;13.0;97.0;S;E;17
6477;97;FJCCW;15.0;93.0;S;E;17
6490;63;VOAQK;17.0;94.0;S;E;17
10727;96;010NG;20.0;82.0;S;E;17
10998;88;DYJ1Y;20.0;86.0;S;E;17
7770;9;RNZEX;20.0;99.0;S;E;17
8011;18;9ASSV;21.0;20.0;S;E;17
8040;62;FFEMX;22.0;25.0;S;E;17
8304;88;SR8AX;22.0;37.0;S;E;17
10023;22;B05PP;21.0;39.0;N;W;17
5895;67;N7Z3S;23.0;9.0;S;E;17
6704;53;U9CTG;24.0;27.0;S;E;17
5612;43;2W2UI;25.0;11.0;S;E;17
6601;28;NDTVI;26.0;27.0;S;W;17
12414;74;EGG3N;24.0;29.0;S;E;17
8351;52;XGJKO;26.0;30.0;S;E;17
7499;28;MIBGA;23.0;33.0;S;E;17
10682;81;6ETON;23.0;35.0;S;E;17
6598;96;M8YVF;22.0;47.0;N;E;17
8159;1;HQ645;23.0;45.0;S;E;17
6315;5;KK01F;25.0;42.0;S;E;17
9470;81;PCPNZ;26.0;48.0;S;E;17
6746;78;5QJAZ;26.0;52.0;S;E;17
8855;85;0MWKI;26.0;56.0;S;E;17
10441;46;UI5M4;27.0;9.0;S;E;17
9217;54;3E7D8;27.0;11.0;S;E;17
8479;47;AOSOO;27.0;15.0;S;E;17
8210;19;4YSTC;28.0;7.0;S;E;17
7828;45;S8TM7;28.0;17.0;S;E;17
8211;44;CYDHL;27.0;19.0;S;E;17
6655;38;9BDUU;27.0;38.0;S;E;17
10511;41;ABTDG;28.0;51.0;S;E;17
12124;39;ELNI6;28.0;53.0;S;E;17
8273;98;HPY4C;21.0;68.0;S;E;17
10544;37;YBUXX;23.0;58.0;S;E;17
11099;51;V4RWS;22.0;60.0;S;E;17
10718;99;JX0R0;25.0;58.0;S;W;17
14836;85;L6LSY;25.0;60.0;S;E;17
8931;54;K50GB;25.0;68.0;S;E;17
12189;13;GEZH0;27.0;65.0;S;E;17
13455;47;R9PZD;28.0;67.0;S;E;17
20901;54;TJHR6;29.0;6.0;S;E;17
9006;4;G266F;29.0;32.0;S;E;17
12183;45;QBOR1;29.0;38.0;N;E;17
9675;14;XXMJF;29.0;61.0;S;E;17
14649;3;YO7E0;29.0;63.0;N;E;17
12688;55;LUWXV;21.0;70.0;S;W;17
12500;20;GXZFN;21.0;82.0;S;E;17
15914;81;6UNMC;21.0;88.0;S;E;17
11950;26;FV4CS;21.0;90.0;S;E;17
9058;48;SY7PW;25.0;71.0;S;E;17
10047;52;RZ20Y;24.0;73.0;S;E;17
18351;59;D6WGK;22.0;74.0;S;E;17
10158;81;T9ZJJ;28.0;73.0;S;E;17
15299;19;SX4FB;22.0;76.0;S;E;17
18611;94;GB6OT;28.0;75.0;S;E;17
13210;70;YJWZG;22.0;78.0;S;E;17
11605;13;2G6CB;23.0;89.0;S;E;17
14440;15;LWAI0;23.0;91.0;S;E;17
13310;2;ME8VO;24.0;77.0;S;E;17
9614;76;LQJC5;25.0;81.0;S;E;17
8073;89;TBJ9S;26.0;79.0;S;E;17
8457;56;F0MJ1;27.0;81.0;S;E;17
8120;5;VVNX8;29.0;84.0;S;E;17
11915;48;I34Z3;25.0;87.0;S;E;17
10003;51;CJSAC;29.0;88.0;S;E;17
16984;82;UI48E;29.0;90.0;S;E;17
11615;13;UBYD3;33.0;8.0;S;E;17
11665;76;KBH5T;31.0;10.0;S;E;17
8131;92;JLP0X;31.0;12.0;S;E;17
9830;85;2F8CU;33.0;12.0;S;E;17
7624;43;WVJ71;38.0;11.0;S;E;17
13438;33;ZEE1H;39.0;5.0;S;E;17
7792;95;AOS0Q;39.0;7.0;S;E;17
11373;47;OEAMZ;30.0;18.0;S;E;17
12757;56;Q7KQO;30.0;20.0;S;E;17
12682;67;BKO39;31.0;14.0;S;W;17
11207;52;SK18V;30.0;26.0;S;E;17
16054;69;CPSKN;32.0;22.0;S;E;17
7682;13;3Y57S;34.0;17.0;S;E;17
8270;43;AZZ7R;34.0;21.0;S;E;17
9866;9;112M4;35.0;14.0;S;E;17
8923;49;QIO1V;37.0;15.0;S;E;17
7141;17;Q49RO;36.0;17.0;S;E;17
10041;17;Y01VN;38.0;19.0;S;E;17
12788;29;X2V0Y;40.0;20.0;S;E;17
9530;20;KY8BA;34.0;23.0;N;E;17
11718;61;OWZV2;33.0;25.0;S;E;17
9131;63;KXC21;38.0;23.0;S;E;17
9695;76;A7X35;37.0;25.0;S;E;17
10601;0;0NW3K;40.0;22.0;S;E;17
11452;72;WBEOG;41.0;6.0;S;E;17
10009;37;OOFN8;41.0;8.0;S;W;17
8470;49;ER2IK;41.0;26.0;S;E;17
8384;22;3J59J;42.0;10.0;S;E;17
6627;82;OB6S1;42.0;18.0;S;E;17
12192;26;R7EL6;45.0;8.0;N;E;17
11928;65;DY1CR;48.0;7.0;S;E;17
9856;87;4EYY5;48.0;11.0;S;E;17
8228;22;WRRUH;49.0;7.0;S;E;17
9282;41;UM2Z6;43.0;25.0;S;E;17
7625;63;WIS4K;44.0;12.0;S;E;17
7659;74;DQ93Z;48.0;13.0;S;E;17
6645;83;HCXHP;45.0;19.0;S;E;17
7339;48;CV2A1;49.0;23.0;S;E;17
9267;46;WJLKZ;58.0;5.0;S;E;17
5579;53;MJALK;52.0;12.0;S;E;17
5459;20;B2JGE;56.0;6.0;S;W;17
5755;46;KONOT;58.0;7.0;S;E;17
6054;28;7MWP8;56.0;12.0;S;E;17
5528;30;KM2DS;59.0;13.0;S;E;17
10720;85;RE21D;69.0;5.0;N;E;17
7992;55;G6ECP;73.0;5.0;S;E;17
7442;74;MJWOD;81.0;5.0;S;E;17
5199;37;GCGTL;73.0;7.0;S;E;17
5219;55;F2KLY;77.0;6.0;S;E;17
5276;21;MKBG3;71.0;13.0;N;E;17
5466;29;HQIQ8;73.0;11.0;S;E;17
5372;39;K5LUA;81.0;7.0;N;E;17
5574;44;PSJ0H;84.0;9.0;S;E;17
7156;51;78C5Y;52.0;14.0;S;E;17
